,AccelerometerStat_x_DC_FFT,AccelerometerStat_y_DC_FFT,AccelerometerStat_z_DC_FFT
0,17.997214159000002,185.4788073,1700.930672
1,18.368315440000003,187.9340615,1719.1463565000001
2,18.039112633,201.09977701000003,1833.3324255
3,17.248427571,190.20017344,1736.9221005000006
4,17.255610222,188.7636524,1728.4729579999994
5,17.964892434,192.05149007,1754.9444575
6,17.449540508,189.14133756,1728.9350524999998
7,17.655441842000002,189.42205801,1728.1132325
8,18.019959144,189.90987683,1736.9155239999998
9,17.146075425,186.09112468,1702.0577365
10,16.911443671,187.43187774,1710.7935805
11,17.711705630999997,194.13025578,1772.034868
12,17.075446509000002,186.42631318,1701.8799780000006
13,17.110761033000006,196.44485023,1789.937525
14,16.575058328,192.53152738,1754.6421915
15,16.038757151,186.77885919,1701.3412629999998
16,17.220894246,188.38477006,1719.509679
17,17.778144679999997,193.46347062,1763.275688
18,17.375918873,189.03419741,1727.826525
19,17.022175556999994,188.73492195,1719.6030495
20,17.260997125,187.26907218,1710.5942625
21,17.430386873,190.36477475,1737.4302699999994
22,17.270573925999994,187.17749346,1710.8480570000006
23,18.609531182999998,197.18106737,1799.592729
24,17.798495449,189.03898531,1728.3909655000002
25,18.076222816000005,185.29445413,1692.84964
26,18.778322435,194.31700357,1780.9628440000001
27,18.579005211,191.46191797,1745.802189
28,13.775638044,189.24428752,1710.4769495
29,14.99069534,196.9799534,1781.2555375
30,14.274829042,195.03705869,1763.146989
31,13.433267175,187.45701581,1692.9495945
32,14.408904327000005,202.1232971,1824.880887
33,13.498509167000005,195.7726765,1764.256706
34,13.188460062,194.31101666,1754.589515
35,12.928689193,188.64094856,1702.1469364999994
36,13.352462843,191.4750849,1727.9659835
37,14.011466909000001,195.06519056,1763.5252810000006
38,14.89073749,196.7920086,1780.9963579999999
39,14.578294154999998,191.66303035,1737.5188664999996
40,14.652514357000001,187.89635234,1702.4396179999999
41,14.618397065,194.62226369,1763.3391190000002
42,14.906898329,197.66529396,1790.270304
43,14.276026182,194.53008612,1754.9528415
44,13.546991768,200.07266259,1800.3965830000002
45,13.091494870999998,192.89783866,1738.7051864999999
46,13.101071697,193.28929045,1738.69682
47,13.63438013,202.14783685000003,1818.3237555
48,13.105860090999998,193.33298441,1739.2594395
49,13.055581824,188.17767002,1694.948765
50,13.994707507000001,200.72448441,1809.238962
51,13.973159640999999,197.07212909,1774.2123984999996
52,12.699444283000002,191.92639161,1729.7353170000001
53,13.321338201,197.47555275,1783.5204555
54,11.445481241,193.06962164,1729.652114
55,11.354501496,179.49449873999995,1615.088358
56,11.844115785,193.29048765,1738.4118924999998
57,11.888408505,193.05286312,1737.9755530000002
58,11.723807107,189.44480105,1703.1141785
59,11.886612915999999,196.04681247,1764.4177149999996
60,12.596493645999999,200.93816645,1808.7254055
61,12.965799306,192.4225902,1738.1754670000007
62,13.375207735,201.55287806,1817.8670665
63,13.210606415,191.1135606,1728.6752720000006
64,11.980585259000001,186.03366247,1676.958124
65,12.850877609000001,200.74184297,1817.866485
66,13.266271612,197.73113444,1790.9353164999998
67,11.4933652437,191.61813713,1720.4607715000002
68,18.051083689000002,195.11846062,1755.583713
69,16.626533668,187.11225025,1684.1736474999998
70,17.128118928,189.84223884,1711.1024285
71,18.069040228,195.22919243,1755.8859719999996
72,17.68955921,193.85372376,1746.8161485
73,17.874511318,192.745807,1738.2425059999996
74,18.116325732,192.97385442,1738.1748805000002
75,18.63107905,194.09134805,1746.6210239999998
76,17.617733213999998,191.17161904,1720.235125
77,18.4114111,190.97888594000003,1720.715159
78,17.890073636,189.4154719,1702.7760074999999
79,18.015170654000002,191.37632315,1720.3249074999999
80,13.180080300000002,194.19370146,1765.2090010000004
81,13.040019521,188.21777441,1711.6303575
82,14.593856514,187.44444705,1702.421057
83,14.806940419000002,196.54540613,1782.6998455000007
84,14.337078294000001,189.31611366,1711.9876880000006
85,9.972448562,182.81166335,1721.3556155
86,12.860454389000001,185.36687505,1738.943414
87,12.567164662,186.17910851,1738.5184485
88,12.470798107,181.45714455,1694.8817290000006
89,12.960412359000001,192.57402086,1800.3014280000002
90,12.492944440999999,182.26698298,1703.7276985
91,13.648745282,189.40290172,1765.2107945
92,14.17367402,187.79459788,1739.0709095
93,14.140753777999999,184.86229923,1712.484493
94,15.684415322000001,185.22143031,1712.220532
95,16.582839563,191.21651109,1764.9079204999994
96,15.201385112999999,187.15175573,1722.4042715
97,17.157447891,184.65041353,1702.686214
98,19.348741057,194.27151335,1782.2826454999995
99,19.943101673,187.33730687,1710.988116
100,19.704280014000002,188.01307034,1720.6618760000001
101,20.642807151,189.36040745,1728.6058454999998
102,20.008343595,188.85523049,1720.2596520000006
103,20.175937711000003,188.9647653,1720.957563
104,20.736180992,191.39787296,1747.7379150000006
105,19.697695912,188.09866293,1712.6939859999998
106,19.787478502,187.42948346,1712.1900055
107,19.917363994000002,185.52190313,1694.9912555
108,20.078374003,187.77604423,1711.921856
109,19.998168312000004,187.79100811,1711.4657509999995
110,14.975133048,194.14581717,1783.4486355
111,14.02822629,188.15193372,1711.9368170000002
112,13.524845447,187.61024564,1712.0116415
113,14.603433219000001,197.28701048,1799.583158
114,13.056180422,184.88444721,1685.8645559999998
115,13.436858525999998,187.98493829,1711.9374205
116,13.790003228,189.45797081,1729.3582255
117,0.4698620807,198.75404684,1710.9138839999994
118,0.3094505604,199.304714,1710.8265084999994
119,0.2112883031,205.1699095,1755.3849899999998
120,1.4796166221,198.4757229,1719.547977
121,4.1497500974,196.76087494,1710.7935834999994
122,8.346785695,196.61124566,1772.8788215
123,8.951920138,189.51543058,1711.4729245
124,9.030928793,190.81608054,1719.634779
125,10.327987562,198.32310015,1790.3798370000006
126,9.680356023000002,189.10781821,1710.907905
127,9.664793685,189.69140518,1720.153114
128,10.214861511,194.24816994,1764.5835120000004
129,10.509348332999998,189.4687444,1719.307955
130,2.420537909,42.69041241,387.910351
131,10.782885849000001,194.12726252,1763.1990650000002
132,10.867281466,191.06448016,1737.1513559999999
133,10.423157058,188.8600188,1719.4587935
134,11.654375329,195.27348658,1772.4700070000001
135,10.820594579000002,190.90706122,1737.6625115
136,10.537480186,188.43325241,1710.8755725
137,11.256339252,199.20237167,1808.623066
138,10.283096282,191.09141503,1737.181877
139,10.36330205,191.30090762,1737.7876065
140,10.650007662,194.13624093,1763.3564835000002
141,10.319607803,190.06729502,1728.238938
142,10.296862928,188.46198305,1719.6395659999994
143,15.163077973,197.37439858,1816.886038
144,15.707160222,191.52895514,1764.4889460000004
145,14.856021547000001,184.83416823,1702.2163585
146,15.626355903,191.63130667,1763.5953105
147,15.889119599999999,188.65531499,1737.35187
148,15.960347045,187.34029893,1728.77704
149,16.262016473,191.34879116,1763.6731195
150,14.821904070999999,176.19828293999996,1622.9209895
151,24.249672185999998,182.37472141,1720.5080515
152,25.646090378,183.55925262,1737.3889780000004
153,26.226085794,186.05879929,1764.5075085
154,19.248783158,183.90042808,1711.1982105000006
155,20.879234524,188.91568233,1754.8403035000001
156,20.419547810999997,186.52985928,1737.5404085
157,20.140623245,183.50299014,1711.514834
158,18.688539883,186.79980561,1738.595054
159,21.587918143000003,186.92370489,1746.37801
160,21.778855794000002,186.2305841,1737.612238
161,20.949264925999998,188.16569756,1755.356261
162,20.742166428,191.25002851,1781.609875
163,17.894862074000002,187.75150259,1737.274057
164,24.722527105999998,179.66328794999995,1702.2929754999998
165,27.08440703,185.22142774,1764.0974879999999
166,27.34118525,184.44929751,1756.0661454999995
167,26.69475076,179.80095496,1712.100227
168,27.199927266,179.78778685,1711.2867829999998
169,27.19813167,179.00847403,1702.9771179999998
170,27.509377865999998,181.58463522,1729.7580510000007
171,27.73742565,182.7542026,1738.4861245000006
172,26.95571872,179.75127544,1711.672855
173,27.942129800000004,180.74008055,1720.1752559999998
174,29.04645527,186.04802589,1772.7315864999996
175,27.787703761000003,181.09621853,1729.073301
176,27.45909957,178.45840664000005,1702.5293980000001
177,29.466637735,190.60060039,1817.684508
178,26.97367522,180.32528533,1720.866594
179,26.980259315,181.68459317,1729.7490750000006
180,28.496387585,189.90508461,1808.9959545
181,26.72168545,178.613431,1703.1381259999994
182,27.171795395,179.05276682,1703.530167
183,28.7968598,188.14175521,1791.2333790000002
184,27.92357474,181.86056758,1738.6142215
185,27.744009576,180.39651286,1720.0519524999993
186,29.45047677,186.59390405,1781.5739565
187,28.941110486,184.84793242,1764.491345
188,27.43216478,179.74588842,1712.1780305
189,28.397028155999998,183.82740405,1755.598672
190,28.580783180999997,186.48377089,1782.2880324999999
191,28.04448191,178.25130834,1703.0339865
192,27.819426920999998,183.9028214,1756.0140645
193,28.52272369,184.36550053,1755.7435154999994
194,28.06303692,180.21575073,1720.8199095
195,27.82720819,185.58355117,1773.5204575
196,27.758374892,186.993137,1782.9703934999998
197,27.3232287,180.02601042,1720.5146485
198,29.84372453,193.64961602,1843.4138045
199,16.229096255,197.61082549999998,1826.656195
200,15.555128402000001,187.5916898,1729.2750219999998
201,15.342044572,188.98810761,1746.8245244999994
202,15.246874882,195.68828183,1808.12866
203,14.368202919000002,185.35730112,1711.5208274999998
204,15.424644443,198.35123288,1825.869101
205,14.98949832,194.66655668,1791.749322
206,14.405911635999999,187.08292272,1720.8767670000002
207,14.604630299,190.96990932,1756.1541300000001
208,15.746664552999999,199.62494825,1835.117291
209,14.440028921,188.50088877,1729.6604975000002
210,14.840459190999999,193.61310755,1782.2413565000006
211,11.1126871676,184.89880866,1738.4837274999998
212,11.033678488,184.15780307,1729.743093
213,11.835137603,183.00379754,1720.7935625
214,12.194267764000001,191.58282123,1799.9877755
215,11.829750550999998,184.62706689,1729.714372
216,12.592902385999999,185.95105992,1747.276425
217,12.451644471000002,184.09076552,1729.9256475000002
218,11.719617281,182.52136606,1712.419254
219,11.941679508,185.29085885,1738.380179
220,11.862072321,191.69175707,1800.394782
221,11.814188297000001,185.40697775,1738.6722655
222,11.383830487,182.92419125,1712.750247
223,12.127230116,190.10499976,1783.1140469999998
224,10.570400468999999,182.24304098,1703.6295385
225,10.05504858,165.13168102999995,1544.4791645
226,10.893019176,190.68619255,1783.2331510000001
227,11.905167940999998,187.98373816,1757.1052320000001
228,11.975796868,183.02055772,1711.7237289999994
229,12.324153250999998,189.43223002,1773.8897815
230,12.129624329,186.89497462,1747.470957
231,12.352883649,184.92753937,1729.437841
232,12.976573244,185.80740805,1738.476545
233,11.575366660999999,188.46736685,1756.7790094999998
234,11.056423445,186.58552457,1739.6281605
235,11.954847632,188.45419921,1756.6335675
236,11.398794286,187.81554614,1747.5511609999999
237,12.503119768,192.45910051,1790.974795
238,11.782465127,188.32910149999998,1756.298375
239,14.112621892,187.68386375,1755.8865769999998
240,13.994707449000002,185.07238901,1729.4593730000001
241,13.872004617000005,185.96841866,1738.9368295000004
242,13.803769884000001,189.24967244,1766.6018290000006
243,12.085331585,185.98218621,1730.0812829999998
244,12.440870554000002,189.95296989,1764.7912170000004
245,11.795633208,188.22854631,1748.514237
246,11.705252067,184.33018752,1712.810707
247,12.225990917999999,188.06394508,1748.0413735000006
248,13.121422378,193.12588582,1792.3221414999996
249,12.359467737000001,188.71995598,1756.2714420000002
250,12.772467512000002,191.08542798,1773.7658849999998
251,13.255497681,190.05292829,1765.3634425
252,12.279860442,182.98344856,1703.617568
253,12.935871735,189.88473553,1765.1090384999998
254,12.788628362,193.59754342,1800.2158170000002
255,12.073959183,183.45151577,1703.0878455000006
256,12.599486348,190.9609289,1774.1537434999998
257,13.093889054999998,196.70042891000003,1827.6096935
258,12.35108796,187.17569627,1738.819509
259,10.427945474,191.86174829,1774.0112829999996
260,10.438120816,186.99134367,1729.5324045000002
261,10.253168758,184.90419745,1712.094239
262,10.454281662,190.83044602,1765.2443170000001
263,10.178948497999999,187.67369061,1738.4412309999998
264,9.961674647999999,183.66879068000003,1694.7506434999998
265,10.141239797999999,187.4282862,1729.0409945
266,11.159972617000001,191.68397862,1773.2301805000006
267,10.922946672999997,184.66717137,1711.7710125
268,10.790068437,191.29492062,1773.2978015
269,10.797251075999998,188.50687219,1747.1890374999994
270,10.893617736,187.88438095,1738.4675665
271,11.040861142,196.29281716000003,1818.4123675
272,10.478223687,187.95500963,1739.401911
273,10.389039692999999,185.94447879,1721.2071785
274,10.688314933,186.04623225,1721.1072085
275,10.326191921,187.64795305,1738.7243485
276,10.991779980999999,187.05479018,1730.4056925
277,13.147758621,183.01876297,1703.6385245000001
278,13.73912641,187.81135627,1747.7307329999999
279,14.577097085999998,186.4125445,1729.8280825000006
280,14.523227532,183.86990285,1703.1884034999994
281,15.355811107000001,188.40452063000004,1747.6672805
282,15.093646023,184.64442697,1712.130153
283,15.351022755,185.93729614,1720.867189
284,15.789161607999999,189.26164466,1756.4516079999999
285,15.255254713,189.86558285,1756.3235245
286,15.860987702000001,184.84075158,1712.547938
287,16.759411926,188.87258733,1747.4595909999994
288,16.789937946000002,185.6110857,1720.9803164999994
289,16.583438057000002,188.07292431,1739.233116
290,17.534534730999994,190.54314069999998,1774.585889
291,0.8074445178999998,196.04980435,1755.900337
292,0.5297171167,190.27020104,1702.875362
293,0.404620087,196.69504075,1756.4563964999998
294,0.3172317193,196.37840807,1755.4298864999996
295,0.0718260525,190.43599913000003,1703.1369250000002
296,0.15083471330000006,184.54985452,1650.1640215
297,0.4028244325,192.89065517,1729.394146
298,0.3405751859,193.11032301,1729.206789
299,0.24779987120000005,198.58466443,1773.6359925000004
300,0.3693056081,195.25552769,1746.6306
301,0.049679685300000005,192.17598579,1720.2865889999994
302,0.2382230647,194.48758723,1737.737319
303,0.1352723942,196.69982929,1755.6687080000006
304,0.8295908834999999,193.1288771,1721.6231649999993
305,0.08798691659999999,200.73046763,1791.4698075
306,0.18495207600000002,195.6385993,1747.3422745
307,0.30346506110000004,198.33806192000003,1773.9939344999998
308,0.132279651,198.66965834,1774.0268500000002
309,0.2035071424,196.12522125,1755.6842675
310,0.4201823946,190.79872057,1702.7981425
311,0.8499415981999999,195.61645299,1747.091468
312,1.5532383304,200.51259426,1783.8011735
313,0.57939681,192.46089530000003,1721.3047350000006
314,0.27234044350000003,113.76288695,1015.635331
315,0.9325415629000001,198.93840704,1775.2443054999999
316,0.09277529930000004,193.73700438,1730.2488725
317,1.0486603423,193.17915489,1720.9408085
318,0.6021417269,199.39929202,1783.072747
319,0.36990415649999997,191.41223515,1711.9523725
320,0.4052186368,195.11067769,1738.7105740000006
321,0.43454760810000004,202.82180276000003,1809.2054515
322,0.3902548747,193.7250334,1729.7496809999998
323,0.05925649850000001,194.4911785,1738.5322085
324,0.14664484750000004,202.05326366000003,1800.597703
325,0.08319850160000003,193.15940284,1721.5339804999999
326,0.6374561957,196.36583862,1755.8698105
327,0.35913026049999996,196.19285771,1756.1786834999998
328,0.18794482710000002,193.00796988,1721.048554
329,0.3142389672,200.01460119,1782.835117
330,0.49021279170000004,196.02526236,1748.0647275
331,0.299873752,195.73257173,1748.0419809999999
332,0.05746085099999997,199.34961242,1783.2397285
333,0.2035071441,198.41407785,1773.4223129999998
334,0.2968810072,190.23189382,1703.2769829999993
335,0.1304840028,194.305628,1738.2119825
336,0.4776432415,198.01723954,1773.3109805
337,0.0460883814,190.30611422,1702.8741610000006
338,0.4339490620000001,196.00551148,1755.289218
339,0.5380968341,203.82437562,1826.1725615
340,0.3549404002,196.52086299,1756.6144245
341,0.5973533149,187.48993401,1676.70314
342,0.1705868727,201.87729086,1808.6457985
343,0.9917980452,187.94124076,1678.9405315000001
344,0.8134300234999999,199.28018053,1783.1481489999999
345,0.7116764501,190.56408942,1703.9743024999998
346,0.7398083241,198.91506379,1774.425475
347,1.3150152764,199.48727877,1782.8997625000006
348,1.0684125,195.05980043,1738.6070344999994
349,1.2791022496000002,196.07853303,1747.8821664999996
350,13.9809407179,193.64302957,1783.6162184999994
