,AccelerometerStat_x_DC_FFT,AccelerometerStat_y_DC_FFT,AccelerometerStat_z_DC_FFT
351,11.948862075,197.70957796,1730.0441605
352,12.827534173,208.7863513,1826.772312
353,12.12603303,197.73471778,1729.932228
354,11.863269422,197.76703867,1729.7185559999998
355,12.850279067,206.12399875,1791.0310690000001
356,11.436502877999999,199.98646256,1739.0391814999994
357,66.911353085,396.5923288,1656.4069084
358,751.8086624,503.88129544699996,1431.0143534
359,16.38172662,19.998766824,1724.0496775
360,4.079121136,13.994707489000001,1777.4242175000004
361,40.942644429,53.2518345146,1735.1605753
362,117.99284341,743.2625602,1603.0940114
363,301.85316869999997,256.830803953,1725.4143846000004
364,196.420307545,479.888999,1660.6745681
365,57.915738956999995,714.3980627999997,1534.8514832
366,81.631503458,638.9298337,1515.1711418
367,87.79717166,82.78850177000002,1775.8368690000002
368,85.88480268,81.08562555,1773.0757434999996
369,83.5743983,79.28758025,1737.3321084999998
370,85.35089609999999,80.82645345,1781.290246
371,82.84416694000002,78.91408472,1745.7794519999998
372,84.78466732000003,81.04851558,1782.02886
373,84.33336055000002,80.69776515000002,1781.28786
374,81.63868653,78.02763182000002,1727.3465
375,81.31666619,77.52125814,1735.359293
376,82.21987884999999,78.6734674,1761.4668614999996
377,82.59696557000002,78.86141268,1779.6250905000006
378,80.24585962,76.86165559999998,1725.644823
379,82.01278037,78.44242734,1761.447109
380,80.56847808,77.18008449999998,1735.163556
381,81.003624,77.61163914,1751.7871079999998
382,81.72727176000002,78.53041424,1761.015562
383,81.56027607,77.60685087,1751.650033
384,79.81011468999998,76.33732565,1724.5883775000002
385,83.13506234,79.24747768,1787.4583125
386,82.11632942,78.75247633999999,1777.977872
387,79.81011471,76.92989044000002,1733.8437600000002
388,84.12805731,80.60498988,1814.0872245
389,80.86176780000002,77.29500608000002,1751.0987895
390,79.30793073,75.83933157,1715.7076785
391,81.70811823,77.86722048,1768.9960334999994
392,81.86553666,78.45978511000001,1777.147681
393,79.06491924,75.65138697,1724.8672989999998
394,84.42733275,80.70674351,1839.485521
395,82.32761769000003,78.23892067999998,1794.9563510000007
396,79.33666126,76.88440059,1751.051491
397,81.79670349,78.90809998,1787.5971875
398,82.32582214,79.47492706,1803.7424805
399,79.99925672,77.05498743999998,1750.915619
400,79.34384382,76.49234992,1733.101557
401,80.01781179,76.65096602,1751.1729915
402,79.03559022,75.83813457,1723.998202
403,79.95137237,75.95425326,1733.9526975
404,83.37268681,79.34923112999998,1813.4294255
405,79.63354245,75.78426483999998,1732.4317839999999
406,80.11058688,76.93288318,1750.8862975000004
407,81.3388125,77.92288562,1777.045931
408,78.32032271,74.9540757,1714.7188785
409,81.23825614,77.82412474,1768.451943
410,82.20132366,78.78659403,1793.8891515
411,79.27920044,76.0254807,1723.4229974999994
412,81.12094015,77.5847044,1758.8380335000006
413,76.21761507000002,72.65564209000001,1661.623868
414,80.18779993999998,76.56716909,1750.8599454999999
415,81.46151522,77.493725,1759.5048160000001
416,83.95148485,80.58703335999998,1838.7762315
417,79.29895261,76.45643703,1732.91302
418,80.30870715,76.68987168,1741.416021
419,82.40961923,78.84585050999998,1778.9062425
420,80.70494767,77.29500609,1751.182561
421,79.07629189,75.23838705,1715.188152
422,74.88763607,71.42741668000002,1626.1837039999998
423,78.97872799999998,76.21402396,1723.93476
424,78.97633386,75.50055189,1723.3260305
425,81.74702378,77.79180323,1777.5481184999999
426,77.27645089,74.42675229999998,1679.4738355
427,80.17283628000001,77.09149886,1741.0323600000004
428,83.29607249,79.66646307,1812.545356
429,80.85997230000002,77.08491508,1759.23008
430,79.37496835,75.99495458999998,1723.5636424999998
431,82.24501787,78.96855337,1794.5331820000001
432,80.21174214,77.4446439,1750.8491694999998
433,79.86278735,76.55878926,1741.458522
434,81.86433980000002,79.18283432000001,1794.2410920000002
435,81.14248793,78.62917515999997,1777.169232
436,79.2414916,75.93270552999998,1724.0460879999996
437,83.29547382000001,79.44021116,1803.490478
438,76.23138147,72.75380396,1652.8161955
439,81.12931981,77.16990924000002,1759.4443645
440,83.75396327,80.60498977,1829.63577
441,81.10058935,78.24610271,1777.3039204999998
442,79.06252498,75.51611428999998,1715.2264535
443,80.74325488000002,77.83310313,1767.734291
444,75.41914872000002,72.46769691,1643.5919290000006
445,78.62498473000002,75.39221438999998,1714.405839
446,81.48545723,78.35982706,1785.6123864999995
447,82.34677153,78.80395176,1770.359534
448,75.01871870000002,71.47889216,1617.5843245
449,82.48443818000001,78.36282034999998,1759.841802
450,82.78730478,78.40052865,1769.5448985000005
451,80.52298816,76.95443107,1741.638089
452,81.79191507,77.62241286,1759.4449575
453,82.7891001,79.24149212,1795.4429725000002
454,81.47887337,77.71399154,1759.233689
455,76.82873504,73.08959063,1670.930125
456,82.69752174999998,78.99548761,1804.1189685
457,80.02140286,76.97717594,1742.102577
458,84.27470213999997,79.85560498999997,1830.5689070000005
459,80.76001432999998,76.88080956,1751.0580765
460,78.85602526,75.18870693,1706.4127979999994
461,82.24202494,78.27363632999999,1776.9998584999994
462,82.6532292,78.86560263,1795.3298475
463,80.42482595,76.05181704,1732.46769
464,79.36299746,75.23359869,1714.6638114999996
465,80.40746820999998,76.7168068,1742.192341
466,79.32289492000002,75.96442864,1714.613534
467,79.70177697,75.64599969000002,1723.8886684999998
468,84.0382748,80.28057589,1821.6858235
469,80.68040687999998,77.01368726999998,1750.5534934999996
470,79.80173503,75.96442881,1732.3761144999999
471,81.98704264,78.38855781999997,1778.4680795000004
472,80.05372464,76.38520969000002,1732.6664135
473,81.63210226999998,77.72955381,1758.8763379999998
474,82.97704509,78.47115765000002,1785.1718535
475,80.11956509999997,76.07755484,1731.6063915
476,80.43440285,76.69106874,1741.5040035
477,81.46331121,77.59248582999999,1750.9305875
478,79.57249015,75.66754758,1715.4628780000005
479,78.5669255,75.28088419000002,1714.5758165
480,82.07981794,78.03720899000002,1777.7043440000002
481,79.13135847999997,75.91235469,1722.5676760000001
482,81.12572856,77.58290905999998,1767.5044364999999
483,80.23388839,76.37922394,1749.7957325
484,78.77522095,75.53167647000002,1713.90365
485,81.71829319,77.63019458,1767.5714844999998
486,80.82166482,76.99333666000003,1749.6712205
487,79.42704258,75.84771139,1723.6785855
488,80.93000244,76.90116024,1750.013014
489,80.9940475,77.23574971,1750.479872
490,79.91725508,76.17811119000002,1732.4934374999998
491,85.29523098,81.21970141,1848.2016085
492,81.67699343000002,77.96777703999999,1768.0323675
493,81.70751957,77.42608929,1759.203735
494,80.45535201,76.66712704,1741.299304
495,80.33683905000002,76.10508815,1731.9667075
496,80.07587102000002,76.14578961000002,1732.632309
497,79.96633646000002,75.62924034,1714.463307
498,84.09394042,79.59403842,1804.305723
499,79.2390978,75.79503884,1714.9295719999998
500,79.66167403,75.49755918,1714.1736114999999
501,80.76779539,77.26627581,1750.7695620000004
502,79.45397704,76.30560227999999,1732.5544704999998
503,79.37736251,75.96921682,1723.8138579999998
504,79.35820901,76.33971991,1724.1436525
505,80.49365931,76.04224029,1732.893262
506,79.57009597000003,75.76571023,1723.1799925
507,80.86835196,76.58273118,1741.307096
508,81.07904150000002,77.11663833,1750.3368239999998
509,79.02361959000002,75.06480743,1714.2262785
510,82.47785413,78.09706392,1769.7747420000005
511,83.05186401,78.18924043999998,1768.8834965
512,81.27596453999998,76.90056136999998,1750.1422870000001
513,83.67196217,79.43542261,1803.2552635
514,81.89606319,77.64695395,1759.2941295000005
515,81.50880073,76.65455765,1741.4579234999999
516,81.48246489,76.61445477000002,1741.7847355
517,81.49264021,77.53203208,1751.1532435
518,79.89151761,75.53047968999998,1715.350356
519,85.87642332000001,80.99464624999997,1839.188035
520,83.29667103,79.49408055,1803.5611225
521,78.74649058,75.23539414999998,1705.7561885000002
522,81.49323840000002,77.84567258999998,1759.6610409999994
523,81.93317307999997,77.71937845,1768.08264
524,79.04815984999998,74.62966127,1705.5071875
525,81.58840796999998,77.33810186,1759.1390975000004
526,82.67776952,78.47953726,1786.0134194999994
527,78.92126711,75.55202737,1714.0742510000002
528,80.42243155,76.72877778,1750.2721709999994
529,81.89905590999999,78.25747522,1776.2480625
530,80.84321269,76.66293706,1758.3131090000006
531,81.90563958000001,77.73374351000002,1776.526384
532,81.22867912000002,76.73536175,1759.12355
533,79.92084656,75.50534054,1732.32226
534,81.83979921,77.25610026999998,1767.711536
535,83.67734895999997,79.03559086,1802.765055
536,81.84518607,77.03403812,1758.7805664999996
537,80.42841715,75.70585452,1732.5592695
538,85.04563519,80.08425117,1830.5126395
539,80.22790309,75.75014743,1732.4186145
540,81.33402410000002,76.66772573,1750.6432785
541,83.15601164,78.74349844,1785.3819465
542,80.33923339,75.94527478999998,1722.990243
543,83.09914967,77.95640452,1776.802922
544,79.34444266,74.54167396999998,1706.5570435
545,80.15188689,75.27250432,1723.705518
546,79.7221279,75.14980172,1706.0716274999993
547,83.32839412999998,78.20480291000001,1785.2460689999998
548,80.27219576,75.70465794,1723.3505715
549,80.05552054,75.66216068,1714.9523149999998
550,82.3246249,78.02763203,1768.406464
551,80.25783037,75.50593886,1723.923384
552,82.08101503,77.07533821000001,1759.2647905
553,84.61228501,78.99548829999998,1803.1756545000005
554,80.47031584,75.58913746,1724.1622125
555,83.27871474,78.00847848000002,1776.9699165
556,82.98123498,78.07312186,1769.467689
557,80.90246938,76.1356141,1732.5071979999998
558,81.52975018000002,76.48397048000002,1741.7446309999998
559,81.68896452999998,77.12980642,1749.5802605
560,80.91563757,75.99974294999998,1723.6773745
561,81.2831475,76.42291841,1740.913232
562,82.33899034,77.57093796,1768.0431385000004
563,79.36838439,75.23299986,1714.6656010000006
564,81.57284596000002,76.65096595,1741.4238045000006
565,83.71206513999998,78.29997259,1794.7444775
566,80.20755233,74.99298103000002,1713.9365845000002
567,81.36455007999999,76.77965396,1750.3326355000004
568,85.08633658,79.85919612000002,1829.7004215
569,75.27789099,70.50026168,1616.9073585
570,82.58798730999997,77.51108268,1768.3160829999995
571,83.68393302,79.34324546,1794.2602475
572,81.89007738000002,77.2100126,1750.1560524999998
573,81.00123020000002,76.35887324000002,1731.9242149999998
574,84.74097318,79.38035584,1812.579475
575,76.65754986,72.31327104,1643.42494
576,81.12991862999998,76.60128631,1741.4579219999996
577,81.67280378999997,76.82514418,1741.868527
578,81.0688664,76.48816031,1741.6069605000002
579,81.48186616000002,77.54579882,1759.1468914999996
580,82.90462034000002,77.85584809,1776.649092
581,80.5265797,75.73099392,1723.7875135000004
582,75.24916065,70.65528653,1607.956041
583,85.74474239,80.47570331,1830.6922255
584,81.03893908,76.05002142000002,1732.4682899999998
585,80.33683905000002,74.78109423000002,1714.4124375
586,83.38046793,78.66269394,1794.985093
587,82.02594857,77.3231385,1759.0918235
588,79.87595543,74.88165097000002,1715.3796815
589,83.55943482,78.28500867,1785.605805
590,82.83698443,77.79300011,1777.4152515
591,82.19533823,77.62361044000002,1751.571029
592,83.96824465,78.66329275000002,1795.157477
593,69.43843311,65.1965065,1483.782568
594,81.12034157,76.17511850000002,1732.901648
595,84.14302140000002,79.00626204,1803.9890825
596,84.60869356,79.70058046,1821.597841
597,79.60541058999998,75.30362901,1715.0899835
598,84.96542963,79.95616145,1821.1974089999999
599,81.86194560999998,76.39837768000002,1741.4609125
600,83.67435620999998,78.07671325000003,1777.6420855000001
601,83.64263310000003,78.03242048,1777.4559405000002
602,81.98225435,76.43548768,1741.3154550000004
603,82.49341649,76.78504142,1751.137081
604,83.83237356000002,78.19762023000001,1785.5513274999996
605,82.66939028,77.59069027000002,1759.1809965000002
606,84.36149234,78.61062043000003,1795.1143725000006
607,82.65083523,77.38957737000001,1759.3952840000006
608,80.93060104999998,75.68071606999997,1723.9706715
609,83.52531733000002,77.82412497000001,1776.7089545000001
610,80.69836375,75.31739587999998,1723.541507
611,81.63928471999998,76.60308196000003,1742.428173
612,84.87265439,79.27261726,1812.813516
613,84.39800402,79.22772526,1786.355786
614,80.74505074,75.20965695,1715.0187525
