,AccelerometerStat_x_FIRST_VAL_FFT,AccelerometerStat_x_SECOND_VAL_FFT,AccelerometerStat_x_THIRD_VAL_FFT,AccelerometerStat_x_FOURTH_VAL_FFT,AccelerometerStat_y_FIRST_VAL_FFT,AccelerometerStat_y_SECOND_VAL_FFT,AccelerometerStat_y_THIRD_VAL_FFT,AccelerometerStat_y_FOURTH_VAL_FFT,AccelerometerStat_z_FIRST_VAL_FFT,AccelerometerStat_z_SECOND_VAL_FFT,AccelerometerStat_z_THIRD_VAL_FFT
0,0.015826840424168386,0.017013145080366988,0.024710085983133328,0.026392954992286125,0.027268981747328985,0.0303638655478934,0.0736440943406823,0.08778220036743366,0.2068087783678778,0.3597134788881892,0.3807900847476853
1,0.008467316509401626,0.0138194032227448,0.015026077267821288,0.015684693899140734,0.02852362009428478,0.03713124925224552,0.03931941501124595,0.0681188353302293,0.1798160228893765,0.2220856618814756,0.27481771411269185
2,0.011711443235259395,0.02093637378162123,0.021126022763926108,0.029815475311969868,0.041898350000010964,0.05353337405914516,0.05662436788913866,0.0686723173650159,0.024056670718123663,0.08619049999992967,0.09897672889248338
3,0.008856556224190867,0.0104580047236238,0.019651638212787148,0.020516456021729492,0.013050106370102756,0.028748092564186683,0.05566820899498474,0.07249926186875287,0.3777567991552953,0.4109639431258139,0.5176578516413675
4,0.0022431334308267623,0.0073567752696396625,0.009858295713895685,0.01941223032235221,0.05578646540953213,0.07133362193572287,0.07236414326574687,0.0853643815841749,0.1025966588149704,0.2066942638628737,0.2316399999999703
5,0.017704317761409138,0.01925541424656244,0.019537514210297872,0.023941977999999864,0.04494121045038978,0.062472837698148126,0.07590744917494414,0.0787433960521754,0.06763382468085605,0.11153221537665353,0.1920415201697722
6,0.004073617646226176,0.0196051147450589,0.02189625207572549,0.026220578185786363,0.018443778244309515,0.054135245604451286,0.06224606069766243,0.08555747503351016,0.11489353853890735,0.14663949999987835,0.26923069273252115
7,0.0017858931070636817,0.014476132504041587,0.016307194685508217,0.02710310816526519,0.023875634212580658,0.04238649207421522,0.07582625907005584,0.08446501299213174,0.03111850000004779,0.1280263978254037,0.2799471332149259
8,0.017774694347708786,0.02439940306577275,0.02550437191881844,0.026155962080755296,0.018115594208612456,0.03359604595325126,0.06048187629204629,0.0691480148544717,0.3946833415665433,0.5527116090907838,0.5659663533814319
9,0.008890482100820461,0.014073345439906295,0.016207418374314227,0.016317922519218358,0.03539118592113687,0.05661689497112678,0.061437893591640765,0.0734249788327084,0.17298768798353947,0.23405102399385955,0.2896255038945858
10,0.007990549065147116,0.009394724368667487,0.01623661812340233,0.024738963598228227,0.03447180413333596,0.035314299999996024,0.05433349922309945,0.06307803541184484,0.02848008960870812,0.05028250000009393,0.30811532838937405
11,0.010920946314741402,0.016324832662487306,0.02068988153273601,0.021856834955041624,0.04714968506455382,0.048226266015702166,0.05050828212570435,0.05993546941502643,0.12615199243137012,0.2461621183516289,0.3316391300036526
12,0.002558463900214321,0.006876874238815076,0.012338015704747662,0.013365580128369931,0.012959703553388588,0.03497988720906136,0.061290191546056624,0.061674403578335285,0.03098342355829776,0.16990153953698478,0.3608015204143329
13,0.008262364513564564,0.016111689365681952,0.02122054942531108,0.0298692876840774,0.01722404831841536,0.02979167602003753,0.05499165147368761,0.05916181086763644,0.16024497937594534,0.3897172393041067,0.5145281449978004
14,0.007907207602180851,0.012942706166884076,0.02068490482912195,0.021749205998545715,0.00959742243517629,0.07300549771902058,0.09049608903129604,0.10854776535424182,0.2360869803268133,0.3036482105817711,0.4198341166227306
15,0.014675867185374326,0.0281130639074202,0.02838320670298938,0.028750612586694174,0.04997991092477393,0.06642764785353482,0.07802514772672553,0.07915212594624059,0.21891789300910813,0.22739758424560114,0.3156261286247065
16,0.01004150222016207,0.027107450183552383,0.027114821312946524,0.027182914735743843,0.03357839513384793,0.044140556063625255,0.07317035519920917,0.08882114632907838,0.26184203981602755,0.3788907508193599,0.4014537374571868
17,0.007182620000000028,0.02541075131462917,0.02815553744565766,0.0285939805723557,0.004772840508049768,0.02974465878073653,0.04189281621339366,0.04511584829420882,0.15680223918832073,0.17381052598887245,0.2429849696469937
18,0.00794974907797005,0.010773922999998577,0.01342846963061234,0.02034920490956904,0.04024125868992477,0.05604460160474595,0.060750191606737815,0.07148076481433001,0.1217888698139286,0.17899044122522312,0.3962943443055653
19,0.010164617255641118,0.014824802690859453,0.016274662626410034,0.0165405359688318,0.03749391653852982,0.0380195857086463,0.046171765849934925,0.04738718830129272,0.19135334896404474,0.25606105846597593,0.4355493579770319
20,0.0017074708930250153,0.017777104178326033,0.021213609628405187,0.029625571721009217,0.012462183047625523,0.04376196090212703,0.048482580000012376,0.058322443530674686,0.03890149999983805,0.2513922029632017,0.281681268297404
21,0.0044862925681676295,0.01762378971666851,0.018247427493398208,0.01836450261726137,0.02812468680517941,0.061119265046108415,0.0749224343758505,0.07843430359222926,0.4094557543457358,0.4699621886095141,0.6179212297071027
