kmeans_group,AccelerometerStat_x_FIRST_VAL_FFT,AccelerometerStat_x_SECOND_VAL_FFT,AccelerometerStat_x_THIRD_VAL_FFT,AccelerometerStat_x_FOURTH_VAL_FFT,AccelerometerStat_y_FIRST_VAL_FFT,AccelerometerStat_y_SECOND_VAL_FFT,AccelerometerStat_y_THIRD_VAL_FFT,AccelerometerStat_y_FOURTH_VAL_FFT,AccelerometerStat_z_FIRST_VAL_FFT,AccelerometerStat_z_SECOND_VAL_FFT,AccelerometerStat_z_THIRD_VAL_FFT,AccelerometerStat_z_FOURTH_VAL_FFT
0,0.1275924538534018,0.18269900751528906,0.2310345753456119,0.27462139539247205,0.11191776379440113,0.168797281912451,0.21677257792915058,0.25811106074885254,1.3079937120875986,1.4739291271279913,1.5876204162730199,1.6710475636810713
1,1.052823804325148,1.4918722391223582,1.8380922352505333,2.063085086864587,1.0037980218201898,1.4195364216089734,1.7023645951964022,1.9486141399498023,1.0166119502217625,1.5315511471119665,1.884577408646105,2.192010893125393
2,0.29272481804697237,0.439371691245486,0.5485794174602476,0.6349402686433188,0.34319306263476357,0.5108414250761051,0.6392046674576831,0.7421284950360175,0.27289510317622295,0.41023251180995496,0.5153196066023459,0.6033982627750819
3,0.03867628016253261,0.060737695365919324,0.07818112165299004,0.09381999431543275,0.030604642135590727,0.04794089427299003,0.06219278347700309,0.07463107247327155,0.17990917656266317,0.2660945441475667,0.3379362543089548,0.40767937380794894
